Item.Num,zerofat,lowfat,highfat,organic,all.natural,probiotic,fiber,fob,SBS.cup,NCIT.cup,Flavor1,Brand,Class
145069,0,1,0,0,0,0,0,0,0,0,strawberry/blueberry,YO,NA
157850,0,0,1,1,0,0,0,0,0,0,vanilla,HORIZON,NA
158904,1,0,0,0,0,0,0,0,0,0,blkbrypie,DANNON,REGULAR
158910,1,0,0,0,0,0,0,0,0,0,chocrasp,DANNON,REGULAR
163122,1,0,0,1,0,0,0,1,0,0,blueberry,OIKOS,GREEK
163263,0,1,0,0,0,0,0,0,0,0,orange,YO,REGULAR
165542,1,0,0,1,0,0,0,1,0,0,honey,OIKOS,GREEK
168639,0,1,0,0,0,0,0,0,0,0,cherry,DANNON,REGULAR
168642,0,1,0,0,0,0,0,0,0,0,boysenberry,DANNON,REGULAR
168763,0,1,0,0,1,1,0,0,0,0,pomegranate,LIFEWAY,NA
168818,0,1,0,1,0,1,0,0,0,0,plain,LIFEWAY,NA
168821,0,0,1,1,0,1,0,0,0,0,plain,LIFEWAY,NA
168849,0,0,1,1,0,1,0,0,0,0,mixedberry,LIFEWAY,NA
169605,1,0,0,1,0,0,0,0,0,0,plain,NANCY,NA
169615,0,0,1,1,0,0,0,0,0,0,plain,NANCY,NA
169633,0,1,0,1,0,0,0,0,0,0,plain,NANCY,NA
169976,0,1,0,0,0,0,0,0,0,0,strawban/peach,YO,NA
175687,1,0,0,0,0,0,0,0,0,0,boscrmpie,YO,REGULAR
178295,0,0,1,1,0,0,0,0,0,0,plain,TRADERSPOINT,NA
178337,0,0,1,1,0,0,0,0,0,0,banmango,TRADERSPOINT,NA
178338,0,0,1,1,0,0,0,0,0,0,"mixed berry",TRADERSPOINT,NA
178346,0,1,0,1,0,0,0,0,0,0,vanilla,TRADERSPOINT,NA
179229,0,1,0,0,0,0,0,1,0,0,peach,DANNON,REGULAR
179280,0,1,0,0,0,0,0,1,0,0,strawban,DANNON,REGULAR
179416,0,1,0,0,0,0,0,1,0,0,pineapple,DANNON,REGULAR
191416,1,0,0,1,0,0,0,0,0,0,plain,OIKOS,NA
191937,0,0,1,1,0,0,0,0,0,0,plain,HORIZON,NA
194662,0,1,0,0,0,0,0,0,0,0,cherry,YO,REGULAR
195534,1,0,0,0,0,0,0,0,0,0,blueberry,YO,REGULAR
199361,0,1,0,0,0,0,0,0,0,0,keylimepie,YO,REGULAR
200476,0,0,1,0,0,0,0,0,0,0,strawberry,PROMISE,NA
201014,0,1,0,0,0,0,0,0,0,0,candy/strawkiwi,YO,NA
201016,0,1,0,0,0,0,0,0,0,0,strawberry/watermelon,YO,NA
206067,0,1,0,0,0,1,0,0,0,0,strawberry/blueberry,DANACTIVIA,REGULAR
207519,0,1,0,1,0,0,0,0,0,0,blackberry,NANCY,NA
207753,0,1,0,1,0,0,0,0,0,0,blueberry,NANCY,NA
208140,0,1,0,1,0,0,0,0,0,0,peach,NANCY,NA
208251,0,1,0,1,0,0,0,0,0,0,raspberry,NANCY,NA
208262,0,1,0,1,0,0,0,0,0,0,plain,NANCY,NA
210231,0,1,0,0,0,0,0,0,0,0,strawberry/strawvan,YO,NA
210272,0,0,1,0,0,0,0,0,0,0,lemon,WHITECOW,REGULAR
212278,0,1,0,0,0,0,0,0,0,0,"candy/mixed berry",YO,NA
216545,1,0,0,0,0,1,0,0,0,0,blueberry,DANACTIVIA,REGULAR
216565,1,0,0,0,0,1,0,0,0,0,strawban/peach,DANACTIVIA,REGULAR
216566,1,0,0,0,0,1,0,0,0,0,strawberry/blueberry,DANACTIVIA,REGULAR
216571,0,1,0,0,0,1,0,0,0,0,strawberry/peach,DANACTIVIA,REGULAR
216716,0,1,0,0,0,1,0,0,0,0,plain,DANACTIVIA,NA
216765,0,1,0,0,0,1,0,0,0,0,cherry,DANACTIVIA,REGULAR
219014,0,1,0,0,0,0,0,0,0,0,strawberry/pomegranate,DANNON,NA
220217,0,1,0,0,0,0,0,0,0,0,strawberry/blueberry,DANNON,NA
220986,1,0,0,0,0,0,0,0,0,0,raspchsck,YO,REGULAR
220987,1,0,0,0,0,0,0,0,0,0,strshortck,YO,REGULAR
223287,1,0,0,0,0,0,0,0,0,0,peach,DANNON,REGULAR
224779,0,0,1,0,0,0,0,0,0,0,"black cherry",WHITECOW,NA
224927,1,0,0,1,0,0,0,0,0,0,vanilla,OIKOS,GREEK
224946,1,0,0,1,0,0,0,0,0,0,plain,OIKOS,GREEK
226588,0,0,1,0,0,0,0,0,0,0,lemon,WHITECOW,NA
229524,0,1,0,0,0,0,0,0,0,0,vanilla,DANNON,REGULAR
229690,1,0,0,0,0,0,0,0,0,0,vanilla,YO,REGULAR
232383,0,1,0,1,0,0,0,1,0,0,peach,STONYFIELD,REGULAR
234471,0,1,0,0,0,0,0,0,0,0,"black cherry",WHITECOW,REGULAR
235803,0,1,0,0,0,0,0,0,0,1,cookiecrm,YOCRUNCH,REGULAR
235831,0,1,0,0,0,0,0,0,0,1,strawberry,YOCRUNCH,REGULAR
235839,0,1,0,0,0,0,0,0,0,1,mnmvanilla,YOCRUNCH,REGULAR
235851,0,1,0,0,0,0,0,0,0,1,reesevan,YOCRUNCH,REGULAR
236079,0,1,0,0,0,0,0,0,0,1,butterfingervan,YOCRUNCH,REGULAR
236857,1,0,0,0,0,1,0,0,0,0,plain,BIO-K,REGULAR
236858,1,0,0,0,0,1,0,0,0,0,plain,BIO-K,NA
241476,1,0,0,0,0,0,0,0,0,0,strawberry,DANNON,NA
243123,0,0,1,0,0,0,0,0,0,0,rhubarb,WHITECOW,REGULAR
243267,0,0,1,0,0,0,0,0,0,0,plain,WHITECOW,REGULAR
244426,0,0,1,0,0,0,0,0,0,0,"black cherry",WHITECOW,REGULAR
244473,0,1,0,0,0,0,0,0,0,0,plain,DANNON,NA
244986,0,0,1,0,1,0,0,0,0,0,plain,FAGE,NA
254780,0,0,1,0,0,0,0,0,0,0,plain,REDWOOD,REGULAR
254791,0,0,1,0,0,0,0,0,0,0,vanilla,REDWOOD,REGULAR
254810,0,0,1,0,0,0,0,0,0,0,aprmango,REDWOOD,REGULAR
254817,0,0,1,0,0,0,0,0,0,0,strawberry,REDWOOD,REGULAR
254844,0,0,1,0,0,0,0,0,0,0,blueberry,REDWOOD,REGULAR
258902,0,1,0,0,1,0,0,1,0,0,lemon,"BROWN COW",REGULAR
258915,0,1,0,0,1,0,0,1,0,0,blueberry,"BROWN COW",REGULAR
258916,0,1,0,0,1,0,0,1,0,0,boysenberry,"BROWN COW",REGULAR
258917,0,1,0,0,1,0,0,1,0,0,"black cherry","BROWN COW",REGULAR
258921,0,1,0,0,1,0,0,0,0,0,vanilla,"BROWN COW",REGULAR
258928,0,1,0,0,1,0,0,1,0,0,peach,"BROWN COW",REGULAR
259060,1,0,0,0,1,0,0,0,0,0,vanilla,"BROWN COW",REGULAR
259093,1,0,0,0,1,0,0,1,0,0,blueberry,"BROWN COW",REGULAR
259144,0,0,1,0,1,0,0,0,0,0,plain,"BROWN COW",REGULAR
259149,0,0,1,0,1,0,0,0,0,0,maple,"BROWN COW",REGULAR
259150,0,0,1,0,1,0,0,0,0,0,vanilla,"BROWN COW",REGULAR
259152,0,0,1,0,1,0,0,1,0,0,blueberry,"BROWN COW",REGULAR
259153,0,0,1,0,1,0,0,1,0,0,strawberry,"BROWN COW",REGULAR
259201,0,0,1,0,1,0,0,0,0,0,coffee,"BROWN COW",REGULAR
259225,0,0,1,0,1,0,0,1,0,0,apricot,"BROWN COW",REGULAR
259253,0,0,1,0,1,0,0,1,0,0,chryvan,"BROWN COW",REGULAR
260792,1,0,0,0,0,0,1,0,0,0,strawberry,YO,NA
260815,1,0,0,0,0,0,1,0,0,0,vanilla,YO,REGULAR
280815,0,1,0,1,0,0,0,0,0,0,"mixed berry",STONYFIELD,NA
287018,1,0,0,0,0,0,0,0,0,0,strawberry/raspberry,DANNON,REGULAR
287391,0,1,0,0,0,0,0,0,0,0,seasonal,YO,NA
289359,0,0,1,1,0,1,0,0,0,0,lime,LIFEWAY,NA
289415,0,0,1,1,0,1,0,0,0,0,orange,LIFEWAY,NA
290525,0,1,0,0,0,0,0,0,0,0,banmxbry,YOONTHEGO,NA
296542,0,1,0,0,0,0,0,0,0,0,plain,WHITECOW,REGULAR
296619,0,0,1,0,0,0,0,0,0,0,maple,WHITECOW,REGULAR
302962,0,0,1,0,0,0,0,0,0,0,chocolate,YO,REGULAR
309244,0,0,1,0,0,0,0,0,0,0,vanilla,WAKEROBIN,NA
309252,0,0,1,0,0,0,0,0,0,0,plain,WAKEROBIN,NA
310051,1,0,0,0,0,1,0,0,0,0,plain,BIO-K,REGULAR
310381,1,0,0,0,0,1,0,0,0,0,plain,BIO-K,NA
310382,1,0,0,0,0,1,0,0,0,0,strawberry,BIO-K,NA
310528,0,1,0,0,0,1,1,0,0,0,peach,DANACTIVIA,REGULAR
310535,0,1,0,0,0,1,1,0,0,0,strawberry,DANACTIVIA,REGULAR
310536,0,1,0,0,0,1,1,0,0,0,vanilla,DANACTIVIA,REGULAR
310651,0,1,0,0,0,0,0,0,0,0,strawberry,DANNON,NA
310684,0,1,0,0,0,0,0,0,0,0,strawban,DANNON,NA
312207,1,0,0,0,0,0,0,0,0,0,strawberry/vanilla,DANNON,REGULAR
313816,0,1,0,0,0,0,0,0,0,0,raspberry,DANNON,NA
313817,0,1,0,0,0,0,0,0,0,0,strawban,DANNON,NA
313836,0,1,0,0,0,0,0,0,0,0,strawberry,DANNON,NA
313872,0,1,0,0,0,0,0,0,0,0,strawkiwi,DANNON,NA
313912,0,1,0,0,0,1,0,0,0,0,"mixed berry",DANACTIVIA,NA
314033,0,1,0,0,0,1,0,0,0,0,peach,DANACTIVIA,NA
314041,0,1,0,0,0,1,0,0,0,0,strawberry,DANACTIVIA,NA
314074,0,1,0,0,0,1,0,0,0,0,vanilla,DANACTIVIA,NA
314198,1,0,0,0,0,0,0,0,0,0,seasonal,DANNON,REGULAR
314285,1,0,0,0,0,0,0,0,0,0,seasonal,DANNON,REGULAR
314324,1,0,0,0,0,0,0,0,0,0,keylime,DANNON,REGULAR
318220,1,0,0,0,1,0,0,0,0,0,plain,FAGE,GREEK
318222,0,1,0,0,1,0,0,0,0,0,plain,FAGE,GREEK
318224,0,0,1,0,1,0,0,0,1,0,honey,FAGE,GREEK
318228,0,0,1,0,0,0,0,1,0,0,pear,LIBERTE,REGULAR
318234,0,0,1,0,0,0,0,1,0,0,peach,LIBERTE,REGULAR
318235,0,0,1,0,0,0,0,1,0,0,raspberry,LIBERTE,REGULAR
318236,0,0,1,0,0,0,0,1,0,0,strawberry,LIBERTE,REGULAR
318237,0,0,1,0,0,0,0,1,0,0,pchpsnfrt,LIBERTE,REGULAR
318238,0,0,1,0,0,0,0,1,0,0,blackberry,LIBERTE,REGULAR
320872,0,1,0,0,0,1,0,0,0,0,keylimepie,WEIGHTWATCHERS,REGULAR
320873,0,1,0,0,0,1,0,0,0,0,berriescrm,WEIGHTWATCHERS,REGULAR
320879,0,1,0,0,0,1,0,0,0,0,lmncrmpie,WEIGHTWATCHERS,REGULAR
320882,0,1,0,0,0,1,0,0,0,0,amarettochsck,WEIGHTWATCHERS,REGULAR
320908,0,1,0,0,0,1,0,0,0,0,vanilla,WEIGHTWATCHERS,REGULAR
320953,0,1,0,0,0,0,0,0,0,0,blueberry,CROWLEY,REGULAR
321264,0,1,0,0,0,0,0,0,0,0,vanilla,CROWLEY,REGULAR
321265,0,1,0,0,0,0,0,0,0,0,"black cherry",CROWLEY,REGULAR
321266,0,1,0,0,0,0,0,0,0,0,strawberry,CROWLEY,REGULAR
321267,0,1,0,0,0,0,0,0,0,0,strawban,CROWLEY,REGULAR
321268,0,1,0,0,0,0,0,0,0,0,lemon,CROWLEY,REGULAR
321269,0,1,0,0,0,0,0,0,0,0,peach,CROWLEY,REGULAR
321270,0,1,0,0,0,0,0,0,0,0,raspberry,CROWLEY,REGULAR
321271,1,0,0,0,0,0,0,0,0,0,strawban,CROWLEY,REGULAR
321272,1,0,0,0,0,0,0,0,0,0,strawberry,CROWLEY,REGULAR
321273,1,0,0,0,0,0,0,0,0,0,cocpnple,CROWLEY,REGULAR
321274,1,0,0,0,0,0,0,0,0,0,"mixed berry",CROWLEY,REGULAR
321275,1,0,0,0,0,0,0,0,0,0,"black cherry",CROWLEY,REGULAR
321276,1,0,0,0,0,0,0,0,0,0,lemon,CROWLEY,REGULAR
321279,1,0,0,0,0,0,0,0,0,0,blueberry,CROWLEY,REGULAR
321280,1,0,0,0,0,0,0,0,0,0,raspberry,CROWLEY,REGULAR
321285,1,0,0,0,0,0,0,0,0,0,peach,CROWLEY,REGULAR
321286,1,0,0,0,0,0,0,0,0,0,banana,CROWLEY,REGULAR
326800,0,1,0,0,0,0,0,0,0,0,strawberry/strawkiwi,DANNON,NA
327845,0,0,1,0,0,0,0,0,0,0,plain,SODEL,NA
327874,0,0,1,0,0,0,0,0,0,0,mango,SODEL,NA
327906,0,0,1,0,0,0,0,0,0,0,strawban,SODEL,NA
327965,0,0,1,0,0,0,0,0,0,0,blueberry,SODEL,NA
328101,0,0,1,0,0,0,0,0,0,0,raspberry,SODEL,NA
328109,0,0,1,0,0,0,0,0,0,0,vanilla,SODEL,NA
329903,0,0,1,0,0,0,0,0,0,0,plain,REDWOOD,NA
333766,0,1,0,0,0,0,0,0,0,0,chrydragonfrt,DANNON,NA
333793,1,0,0,0,0,0,0,0,0,0,keylimepie,YO,REGULAR
333801,1,0,0,0,0,0,0,0,0,0,apltrnovr,YO,REGULAR
334347,1,0,0,0,0,0,0,0,0,0,orange,YO,REGULAR
334358,1,0,0,0,0,0,0,0,0,0,bancrmpie,YO,REGULAR
334359,1,0,0,0,0,0,0,0,0,0,lmncrmpie,YO,REGULAR
336252,0,1,0,0,0,0,0,0,0,0,peach,YO,REGULAR
336253,0,1,0,0,0,0,0,0,0,0,vanilla,YO,REGULAR
336275,1,0,0,0,0,0,0,0,0,0,strawban,YO,REGULAR
336276,1,0,0,0,0,0,0,0,0,0,blackberry,YO,REGULAR
337223,1,0,0,0,0,0,0,0,0,0,orgmango,DANNON,REGULAR
337229,0,1,0,0,0,1,0,0,0,0,strawberry,DANACTIVIA,REGULAR
337230,0,1,0,0,0,1,0,0,0,0,vanilla,DANACTIVIA,REGULAR
337231,0,1,0,0,0,1,0,0,0,0,blueberry,DANACTIVIA,REGULAR
337232,0,1,0,0,0,1,0,0,0,0,prune,DANACTIVIA,REGULAR
337233,0,1,0,0,0,1,0,0,0,0,peach,DANACTIVIA,REGULAR
337234,0,1,0,0,0,1,0,0,0,0,"mixed berry",DANACTIVIA,REGULAR
340773,0,1,0,0,0,0,0,0,0,0,"mixed berry/punch",YO,NA
341059,1,0,0,0,0,0,0,0,0,0,cherry,DANNON,REGULAR
341101,1,0,0,0,0,0,0,0,0,0,"mixed berry",DANNON,REGULAR
342788,0,1,0,0,0,0,0,0,0,0,lemon,WHITECOW,REGULAR
343162,0,1,0,0,0,0,0,0,0,0,maple,WHITECOW,REGULAR
352600,1,0,0,0,0,0,0,0,0,0,plain,SIGGI,REGULAR
352603,1,0,0,0,0,0,0,1,0,0,blueberry,SIGGI,REGULAR
352606,1,0,0,0,0,0,0,1,0,0,pomegranate,SIGGI,REGULAR
352608,1,0,0,0,0,0,0,1,0,0,orange,SIGGI,REGULAR
357144,0,1,0,0,0,0,0,0,0,0,chocrasp,YO,REGULAR
357146,0,1,0,0,0,0,0,0,0,0,lmntorte,YO,REGULAR
357163,0,1,0,0,0,0,0,0,0,0,pomblkbry,YO,REGULAR
357164,0,1,0,0,0,0,0,0,0,0,blueacai,YO,REGULAR
357626,0,1,0,0,0,0,0,1,0,0,caramel,DANNON,REGULAR
357627,1,0,0,0,0,0,0,0,0,0,banana,DANNON,REGULAR
357628,1,0,0,0,0,0,0,0,0,0,cocpnple,DANNON,REGULAR
357630,1,0,0,0,0,0,0,0,0,0,vanilla/keylime,DANACTIVIA,REGULAR
357631,0,1,0,0,0,0,0,0,0,0,blueberry,DANNON,NA
357918,1,0,0,1,0,0,0,1,0,0,strawberry,OIKOS,GREEK
358024,0,1,0,0,0,0,0,0,0,0,pear,YO,REGULAR
358025,0,0,1,1,0,0,0,0,0,0,pchsquash,STONYFIELD,NA
358026,0,0,1,1,0,0,0,0,0,0,peargrbean,STONYFIELD,NA
358027,0,1,0,1,0,0,0,0,0,0,seasonal,STONYFIELD,REGULAR
360388,0,0,1,1,0,0,0,1,0,0,pomraspacai,STONYFIELD,REGULAR
360391,1,0,0,1,0,0,0,0,0,0,vanilla,OIKOS,NA
361421,0,1,0,0,0,0,0,0,0,0,strawberry,YOONTHEGO,NA
361423,0,1,0,0,0,0,0,0,0,0,"mixed berry",YOONTHEGO,NA
361434,0,1,0,0,0,0,0,0,0,0,banmxbry,YOONTHEGO,NA
366382,1,0,0,0,0,0,0,1,0,0,acai,SIGGI,REGULAR
366383,1,0,0,0,0,0,0,0,0,0,vanilla,SIGGI,REGULAR
366384,1,0,0,0,0,0,0,1,0,0,grapefrt,SIGGI,REGULAR
366387,1,0,0,0,0,0,0,0,0,0,plain,SIGGI,NA
366467,0,1,0,0,0,1,0,0,0,0,strawberry/peach/vanilla,DANACTIVIA,REGULAR
366468,0,0,1,0,1,0,0,0,0,0,blueberry,OLDCHATHAM,REGULAR
366469,0,0,1,0,1,0,0,0,0,0,plain,OLDCHATHAM,REGULAR
366471,0,0,1,0,1,0,0,0,0,0,maple,OLDCHATHAM,REGULAR
366472,0,0,1,0,1,0,0,0,0,0,ginger,OLDCHATHAM,REGULAR
369251,1,0,0,0,1,0,0,0,0,0,plain,FAGE,NA
369256,0,1,0,0,1,0,0,0,0,0,plain,FAGE,NA
369261,0,0,1,0,1,0,0,0,0,0,plain,FAGE,GREEK
369266,0,1,0,0,1,0,0,0,1,0,honey,FAGE,GREEK
369267,0,1,0,0,1,0,0,0,1,0,strawberry,FAGE,GREEK
369268,0,1,0,0,1,0,0,0,1,0,cherry,FAGE,GREEK
369270,0,1,0,0,1,0,0,0,1,0,peach,FAGE,GREEK
370041,0,1,0,0,0,0,0,0,0,1,mnmstrwbry,YOCRUNCH,REGULAR
374140,1,0,0,0,0,0,1,0,0,0,peach,YO,NA
383533,0,0,1,0,0,0,0,1,0,0,lemon,LIBERTE,REGULAR
383534,0,0,1,0,0,0,0,1,0,0,coconut,LIBERTE,REGULAR
383535,0,0,1,0,0,0,0,0,0,0,vanilla,LIBERTE,REGULAR
384812,0,1,0,1,0,0,0,0,0,0,strawpom,STONYFIELD,REGULAR
384813,0,0,1,1,0,0,0,0,0,0,appleswpotato,STONYFIELD,NA
384814,0,0,1,1,0,0,0,0,0,0,pchsquash,STONYFIELD,NA
384815,1,0,0,1,0,0,0,1,0,0,caramel,OIKOS,NA
385155,1,0,0,1,0,0,0,1,0,0,chocolate,OIKOS,NA
385484,1,0,0,0,0,0,0,0,0,0,redvelvetck,YO,REGULAR
385485,0,1,0,0,0,0,0,0,0,0,"mixed berry",YO,REGULAR
385512,1,0,0,0,0,0,0,0,0,0,orange,DANNON,REGULAR
385514,1,0,0,0,0,0,0,0,0,0,strawchsck,DANNON,REGULAR
