Household.Num,Income,FamilySize,NumAdults,RandData,IncomeBin,FSBin,AdultBin
8488848,62500,4,2,1,50-75,4-5,2
8492139,87500,4,4,0,75-100,4-5,3-4
8492545,87500,4,3,1,75-100,4-5,3-4
8493242,87500,3,2,1,75-100,3,2
8494242,150000,3,3,1,>150,3,3-4
8497444,150000,2,2,1,>150,2,2
8499141,87500,7,6,1,75-100,>=6,5-6
8505444,62500,1,1,1,50-75,1,1
8505747,150000,3,2,1,>150,3,2
8507242,62500,4,3,1,50-75,4-5,3-4
8508141,150000,3,3,1,>150,3,3-4
8510444,150000,4,3,1,>150,4-5,3-4
8510747,87500,5,5,1,75-100,4-5,5-6
8515783,45000,1,1,0,25-50,1,1
8526242,87500,3,2,1,75-100,3,2
8532756,87500,3,2,0,75-100,3,2
8538417,62500,1,1,0,50-75,1,1
8540444,112500,4,2,1,100-150,4-5,2
8541141,150000,4,2,1,>150,4-5,2
8541747,10000,1,1,1,<25,1,1
8545242,87500,2,2,1,75-100,2,2
8550343,150000,4,2,1,>150,4-5,2
8550747,25000,2,2,1,25-50,2,2
8555444,87500,1,1,1,75-100,1,1
8555622,87500,5,2,0,75-100,4-5,2
8556848,150000,4,3,1,>150,4-5,3-4
8561343,87500,4,2,1,75-100,4-5,2
8567848,87500,2,2,1,75-100,2,2
8569242,62500,5,4,1,50-75,4-5,3-4
8576747,62500,3,2,1,50-75,3,2
8578646,62500,5,4,1,50-75,4-5,3-4
8580141,150000,2,2,1,>150,2,2
8580646,10000,4,2,1,<25,4-5,2
8580848,112500,3,2,1,100-150,3,2
8585747,62500,2,2,1,50-75,2,2
8590141,62500,1,1,1,50-75,1,1
8591444,150000,6,3,1,>150,>=6,3-4
8592639,87500,2,1,0,75-100,2,1
8593444,45000,1,1,1,25-50,1,1
8595848,25000,1,1,1,25-50,1,1
8596747,112500,5,4,1,100-150,4-5,3-4
8597848,45000,3,2,1,25-50,3,2
8602747,87500,6,5,1,75-100,>=6,5-6
8603747,150000,3,2,1,>150,3,2
8608501,87500,4,2,0,75-100,4-5,2
8611141,150000,3,2,1,>150,3,2
8613141,150000,4,1,1,>150,4-5,1
8616747,112500,2,2,1,100-150,2,2
8618141,112500,1,1,1,100-150,1,1
8618545,25000,2,2,1,25-50,2,2
8619444,45000,1,1,1,25-50,1,1
8626141,62500,4,3,1,50-75,4-5,3-4
8630392,150000,2,2,0,>150,2,2
8631434,62500,2,2,0,50-75,2,2
8632343,62500,2,2,1,50-75,2,2
8640758,150000,2,2,0,>150,2,2
8642646,17500,3,2,1,<25,3,2
8646141,62500,4,2,1,50-75,4-5,2
8649141,150000,7,6,1,>150,>=6,5-6
8649646,112500,3,2,1,100-150,3,2
8662747,35000,3,2,1,25-50,3,2
8669141,150000,2,2,1,>150,2,2
8669242,35000,2,2,1,25-50,2,2
8672545,35000,3,2,1,25-50,3,2
8675747,25000,4,3,1,25-50,4-5,3-4
8677848,62500,4,4,1,50-75,4-5,3-4
8680747,62500,2,2,1,50-75,2,2
8686242,112500,2,2,1,100-150,2,2
8687349,112500,3,3,0,100-150,3,3-4
8687750,62500,1,1,0,50-75,1,1
8689343,87500,4,4,1,75-100,4-5,3-4
8689848,62500,3,2,1,50-75,3,2
8695242,45000,7,5,1,25-50,>=6,5-6
8696848,45000,2,2,1,25-50,2,2
8702646,62500,1,1,1,50-75,1,1
8705646,87500,4,3,1,75-100,4-5,3-4
8705747,112500,3,3,1,100-150,3,3-4
8705848,62500,6,2,1,50-75,>=6,2
8706747,87500,6,6,1,75-100,>=6,5-6
8709848,10000,2,2,1,<25,2,2
8712545,62500,6,2,1,50-75,>=6,2
8713343,87500,6,6,1,75-100,>=6,5-6
8715091,35000,5,2,0,25-50,4-5,2
8716747,62500,1,1,1,50-75,1,1
8720747,62500,3,3,1,50-75,3,3-4
8721141,87500,3,2,1,75-100,3,2
8726444,87500,3,3,1,75-100,3,3-4
8727343,62500,5,2,1,50-75,4-5,2
8728747,17500,2,2,1,<25,2,2
8729242,10000,3,3,1,<25,3,3-4
8731343,35000,6,2,1,25-50,>=6,2
8734545,87500,6,3,1,75-100,>=6,3-4
8734848,112500,1,1,1,100-150,1,1
8735545,62500,1,1,1,50-75,1,1
8735646,62500,2,2,1,50-75,2,2
8736545,35000,1,1,1,25-50,1,1
8737343,62500,4,2,1,50-75,4-5,2
8740747,62500,7,4,1,50-75,>=6,3-4
8742242,45000,3,3,1,25-50,3,3-4
8742848,35000,1,1,1,25-50,1,1
8743545,87500,6,6,1,75-100,>=6,5-6
8748646,45000,4,4,1,25-50,4-5,3-4
8749747,35000,1,1,1,25-50,1,1
8750141,62500,1,1,1,50-75,1,1
8752343,62500,4,4,1,50-75,4-5,3-4
8752747,112500,4,4,1,100-150,4-5,3-4
8755545,62500,2,1,1,50-75,2,1
8765646,62500,3,2,1,50-75,3,2
8766646,112500,3,3,1,100-150,3,3-4
8768242,25000,1,1,1,25-50,1,1
8771242,62500,5,4,1,50-75,4-5,3-4
8771545,45000,1,1,1,25-50,1,1
8772141,112500,3,2,1,100-150,3,2
8772242,10000,1,1,1,<25,1,1
8773141,87500,3,2,1,75-100,3,2
8779444,112500,4,4,1,100-150,4-5,3-4
8779848,87500,5,2,1,75-100,4-5,2
8781061,112500,5,2,0,100-150,4-5,2
8781545,25000,1,1,1,25-50,1,1
8784444,35000,2,2,1,25-50,2,2
8785242,62500,4,4,1,50-75,4-5,3-4
8788141,112500,4,3,1,100-150,4-5,3-4
8788545,62500,3,3,1,50-75,3,3-4
8797747,62500,1,1,1,50-75,1,1
8802747,45000,3,3,1,25-50,3,3-4
8804141,87500,3,3,1,75-100,3,3-4
8805444,62500,2,2,1,50-75,2,2
8806444,25000,5,4,1,25-50,4-5,3-4
8807444,62500,2,2,1,50-75,2,2
8811242,45000,1,1,1,25-50,1,1
8816747,35000,1,1,1,25-50,1,1
8822646,112500,4,4,1,100-150,4-5,3-4
8823545,62500,4,4,1,50-75,4-5,3-4
8823848,35000,3,2,1,25-50,3,2
8829242,87500,6,2,1,75-100,>=6,2
8830343,45000,2,2,1,25-50,2,2
8835141,150000,3,2,1,>150,3,2
8835545,62500,3,2,1,50-75,3,2
8835747,62500,5,3,1,50-75,4-5,3-4
8838545,62500,2,2,1,50-75,2,2
8841848,45000,2,2,1,25-50,2,2
8843343,25000,6,6,1,25-50,>=6,5-6
8843646,62500,1,1,1,50-75,1,1
8847444,45000,3,3,1,25-50,3,3-4
8849141,25000,2,2,1,25-50,2,2
8850848,87500,4,3,1,75-100,4-5,3-4
8851444,25000,5,5,1,25-50,4-5,5-6
8865242,45000,7,3,1,25-50,>=6,3-4
8867584,112500,5,2,0,100-150,4-5,2
8868343,112500,2,2,1,100-150,2,2
8869545,62500,2,2,1,50-75,2,2
8870343,62500,3,1,1,50-75,3,1
8875545,150000,7,3,1,>150,>=6,3-4
8876242,45000,3,2,1,25-50,3,2
8877343,150000,2,2,1,>150,2,2
8880646,25000,3,2,1,25-50,3,2
8883848,35000,2,2,1,25-50,2,2
8884545,62500,4,3,1,50-75,4-5,3-4
8884848,35000,4,4,1,25-50,4-5,3-4
8887141,87500,6,6,1,75-100,>=6,5-6
8887646,150000,4,3,1,>150,4-5,3-4
8888141,87500,3,2,1,75-100,3,2
8890757,112500,2,2,0,100-150,2,2
8891646,10000,4,4,1,<25,4-5,3-4
8901848,62500,1,1,1,50-75,1,1
8903343,45000,1,1,1,25-50,1,1
8905343,112500,5,5,1,100-150,4-5,5-6
8909242,62500,1,1,1,50-75,1,1
8913242,112500,2,1,1,100-150,2,1
8915343,35000,2,2,1,25-50,2,2
8916242,87500,4,4,1,75-100,4-5,3-4
8927141,62500,3,2,1,50-75,3,2
8927200,112500,4,4,0,100-150,4-5,3-4
8927545,87500,2,2,1,75-100,2,2
8929343,62500,2,2,1,50-75,2,2
8935444,112500,5,3,1,100-150,4-5,3-4
8937444,62500,3,1,1,50-75,3,1
8946343,62500,1,1,1,50-75,1,1
8947242,87500,2,1,1,75-100,2,1
8958646,112500,3,3,1,100-150,3,3-4
8960646,112500,4,3,1,100-150,4-5,3-4
8962444,25000,5,4,1,25-50,4-5,3-4
8965391,62500,2,2,0,50-75,2,2
8967343,62500,3,3,1,50-75,3,3-4
8967848,87500,4,4,1,75-100,4-5,3-4
8973242,87500,1,1,1,75-100,1,1
8974848,25000,1,1,1,25-50,1,1
8976646,62500,3,3,1,50-75,3,3-4
8977545,150000,5,5,1,>150,4-5,5-6
8985545,62500,1,1,1,50-75,1,1
8985848,45000,3,3,1,25-50,3,3-4
8986646,62500,3,2,1,50-75,3,2
8987141,112500,3,3,1,100-150,3,3-4
8987242,25000,1,1,1,25-50,1,1
8987747,112500,4,3,1,100-150,4-5,3-4
8988242,150000,2,2,1,>150,2,2
8993141,35000,2,2,1,25-50,2,2
8993848,62500,2,2,1,50-75,2,2
9001343,87500,2,2,1,75-100,2,2
9002747,150000,3,2,1,>150,3,2
9004747,112500,3,3,1,100-150,3,3-4
9006747,87500,6,6,1,75-100,>=6,5-6
9007444,87500,1,1,1,75-100,1,1
9008141,45000,3,3,1,25-50,3,3-4
9008747,62500,2,2,1,50-75,2,2
9009646,62500,6,6,1,50-75,>=6,5-6
9010077,112500,2,1,0,100-150,2,1
9010444,150000,6,4,1,>150,>=6,3-4
9010545,150000,3,3,1,>150,3,3-4
9010650,62500,4,4,0,50-75,4-5,3-4
9012646,35000,3,3,1,25-50,3,3-4
9014423,150000,1,1,0,>150,1,1
9015242,62500,5,5,1,50-75,4-5,5-6
9017848,45000,3,3,1,25-50,3,3-4
9019242,45000,2,2,1,25-50,2,2
9019736,150000,4,4,0,>150,4-5,3-4
9019747,25000,4,4,1,25-50,4-5,3-4
9020141,62500,2,1,1,50-75,2,1
9024267,87500,3,3,0,75-100,3,3-4
9025848,150000,4,4,1,>150,4-5,3-4
9026848,87500,4,2,1,75-100,4-5,2
9030848,35000,5,5,1,25-50,4-5,5-6
9031747,62500,3,2,1,50-75,3,2
9032141,87500,3,3,1,75-100,3,3-4
9032242,62500,5,5,1,50-75,4-5,5-6
9032444,62500,1,1,1,50-75,1,1
9032646,150000,2,2,1,>150,2,2
9033260,150000,4,3,0,>150,4-5,3-4
9034141,150000,2,2,1,>150,2,2
9037747,25000,2,2,1,25-50,2,2
9038242,45000,5,5,1,25-50,4-5,5-6
9040298,150000,2,2,0,>150,2,2
9043747,87500,1,1,1,75-100,1,1
9045141,25000,3,3,1,25-50,3,3-4
9049017,87500,2,2,0,75-100,2,2
9049646,112500,3,2,1,100-150,3,2
9050444,87500,4,4,1,75-100,4-5,3-4
9051242,62500,4,4,1,50-75,4-5,3-4
9051343,45000,2,1,1,25-50,2,1
9052747,45000,3,3,1,25-50,3,3-4
9053242,62500,3,3,1,50-75,3,3-4
9053646,17500,1,1,1,<25,1,1
9054444,112500,4,2,1,100-150,4-5,2
9054848,87500,4,4,1,75-100,4-5,3-4
9055242,150000,5,5,1,>150,4-5,5-6
9056747,112500,4,3,1,100-150,4-5,3-4
9057203,112500,5,5,0,100-150,4-5,5-6
9057343,87500,3,3,1,75-100,3,3-4
9058444,35000,4,4,1,25-50,4-5,3-4
9059545,62500,4,3,1,50-75,4-5,3-4
9060141,87500,4,4,1,75-100,4-5,3-4
9060545,45000,3,3,1,25-50,3,3-4
9061242,87500,4,4,1,75-100,4-5,3-4
9061343,45000,5,5,1,25-50,4-5,5-6
9061545,112500,5,4,1,100-150,4-5,3-4
9061646,150000,6,5,1,>150,>=6,5-6
9061848,25000,2,2,1,25-50,2,2
9063684,150000,2,2,0,>150,2,2
9064545,62500,6,6,1,50-75,>=6,5-6
9064747,62500,6,6,1,50-75,>=6,5-6
9065747,112500,2,2,1,100-150,2,2
9065848,87500,5,5,1,75-100,4-5,5-6
9066141,62500,5,5,1,50-75,4-5,5-6
9066444,62500,3,3,1,50-75,3,3-4
9066545,87500,4,4,1,75-100,4-5,3-4
9066735,87500,5,4,0,75-100,4-5,3-4
9067141,62500,3,3,1,50-75,3,3-4
9068343,150000,4,3,1,>150,4-5,3-4
9068444,62500,2,2,1,50-75,2,2
9069242,25000,3,3,1,25-50,3,3-4
9069343,62500,5,5,1,50-75,4-5,5-6
9070343,25000,2,2,1,25-50,2,2
9070848,150000,3,3,1,>150,3,3-4
9071444,87500,4,4,1,75-100,4-5,3-4
9072646,10000,6,6,1,<25,>=6,5-6
9072848,45000,4,3,1,25-50,4-5,3-4
9073545,62500,7,5,1,50-75,>=6,5-6
9075848,87500,3,2,1,75-100,3,2
9076343,62500,2,2,1,50-75,2,2
9077242,112500,3,2,1,100-150,3,2
9078876,87500,4,4,0,75-100,4-5,3-4
9079545,17500,3,3,1,<25,3,3-4
9079646,112500,6,4,1,100-150,>=6,3-4
9080343,87500,5,4,1,75-100,4-5,3-4
9080646,62500,3,3,1,50-75,3,3-4
9081242,62500,4,3,1,50-75,4-5,3-4
9081343,25000,1,1,1,25-50,1,1
9081444,25000,2,2,1,25-50,2,2
9082444,62500,6,3,1,50-75,>=6,3-4
9083214,112500,3,2,0,100-150,3,2
9083545,150000,8,5,1,>150,>=6,5-6
9083720,150000,7,5,0,>150,>=6,5-6
9083747,87500,2,2,1,75-100,2,2
9083848,112500,2,2,1,100-150,2,2
9085242,112500,7,3,1,100-150,>=6,3-4
9085646,62500,3,2,1,50-75,3,2
9086545,62500,2,2,1,50-75,2,2
9087444,35000,2,2,1,25-50,2,2
9087848,62500,1,1,1,50-75,1,1
9088343,62500,4,4,1,50-75,4-5,3-4
9088646,62500,3,3,1,50-75,3,3-4
9089646,87500,5,3,1,75-100,4-5,3-4
9091747,62500,5,5,1,50-75,4-5,5-6
9092141,35000,4,4,1,25-50,4-5,3-4
9093646,112500,4,4,1,100-150,4-5,3-4
9093848,62500,5,5,1,50-75,4-5,5-6
9094848,35000,9,6,1,25-50,>=6,5-6
9095242,25000,1,1,1,25-50,1,1
9096545,62500,5,4,1,50-75,4-5,3-4
9097242,62500,4,4,1,50-75,4-5,3-4
9098141,87500,6,2,1,75-100,>=6,2
9098343,150000,4,3,1,>150,4-5,3-4
9098576,112500,4,4,0,100-150,4-5,3-4
9100141,62500,3,3,1,50-75,3,3-4
9101343,10000,3,3,1,<25,3,3-4
9103545,17500,2,2,1,<25,2,2
9103646,87500,9,5,1,75-100,>=6,5-6
9103848,62500,4,4,1,50-75,4-5,3-4
9104343,35000,3,3,1,25-50,3,3-4
9104747,45000,3,2,1,25-50,3,2
9104848,62500,4,4,1,50-75,4-5,3-4
9106848,150000,3,2,1,>150,3,2
9108848,62500,2,2,1,50-75,2,2
9109646,35000,5,4,1,25-50,4-5,3-4
9110343,87500,3,3,1,75-100,3,3-4
9111343,10000,3,3,1,<25,3,3-4
9119343,35000,6,4,1,25-50,>=6,3-4
9119747,87500,5,4,1,75-100,4-5,3-4
9120545,10000,2,2,1,<25,2,2
9124444,62500,5,4,1,50-75,4-5,3-4
9125444,150000,1,1,1,>150,1,1
9126242,10000,4,3,1,<25,4-5,3-4
9126545,62500,4,3,1,50-75,4-5,3-4
9128242,35000,3,3,1,25-50,3,3-4
9130242,45000,2,2,1,25-50,2,2
9132242,10000,1,1,1,<25,1,1
9132646,62500,3,2,1,50-75,3,2
9139545,45000,2,2,1,25-50,2,2
9140242,62500,3,3,1,50-75,3,3-4
9140646,87500,7,5,1,75-100,>=6,5-6
9141141,62500,6,6,1,50-75,>=6,5-6
9141646,62500,2,2,1,50-75,2,2
9146092,35000,6,6,0,25-50,>=6,5-6
9148242,17500,4,3,1,<25,4-5,3-4
9149545,62500,3,3,1,50-75,3,3-4
9150646,45000,4,3,1,25-50,4-5,3-4
9150848,25000,5,4,1,25-50,4-5,3-4
9151848,87500,1,1,1,75-100,1,1
9153747,62500,4,4,1,50-75,4-5,3-4
9154444,62500,2,2,1,50-75,2,2
9161141,62500,3,2,1,50-75,3,2
9165079,45000,3,3,0,25-50,3,3-4
9170444,112500,5,3,1,100-150,4-5,3-4
9170848,112500,3,2,1,100-150,3,2
9174444,150000,2,2,1,>150,2,2
9174646,62500,5,4,1,50-75,4-5,3-4
9176242,87500,3,2,1,75-100,3,2
9181141,150000,6,3,1,>150,>=6,3-4
9183747,45000,3,2,1,25-50,3,2
9183848,62500,2,2,1,50-75,2,2
9184444,87500,6,4,1,75-100,>=6,3-4
9185545,150000,3,3,1,>150,3,3-4
9192484,112500,5,5,0,100-150,4-5,5-6
9193343,150000,6,5,1,>150,>=6,5-6
9193747,62500,3,3,1,50-75,3,3-4
9194848,62500,1,1,1,50-75,1,1
9194903,150000,4,3,0,>150,4-5,3-4
9195210,45000,2,2,0,25-50,2,2
9195242,62500,6,5,1,50-75,>=6,5-6
9195444,62500,6,6,1,50-75,>=6,5-6
9196242,62500,2,2,1,50-75,2,2
9196545,112500,2,2,1,100-150,2,2
9197747,150000,3,3,1,>150,3,3-4
9198343,87500,2,2,1,75-100,2,2
9201646,10000,3,3,1,<25,3,3-4
9202141,35000,3,3,1,25-50,3,3-4
9204747,62500,4,4,1,50-75,4-5,3-4
9207646,62500,4,2,1,50-75,4-5,2
9207747,45000,6,5,1,25-50,>=6,5-6
9209848,62500,1,1,1,50-75,1,1
9212646,62500,2,2,1,50-75,2,2
9213545,112500,4,3,1,100-150,4-5,3-4
9215646,87500,5,4,1,75-100,4-5,3-4
9216141,62500,2,2,1,50-75,2,2
9218141,45000,3,2,1,25-50,3,2
9222444,45000,1,1,1,25-50,1,1
9230242,87500,3,2,1,75-100,3,2
9236747,150000,5,5,1,>150,4-5,5-6
9243242,87500,3,2,1,75-100,3,2
9248646,10000,4,2,1,<25,4-5,2
9248747,45000,4,3,1,25-50,4-5,3-4
9250646,10000,1,1,1,<25,1,1
9251242,112500,3,3,1,100-150,3,3-4
9254343,112500,6,6,1,100-150,>=6,5-6
9262242,87500,1,1,1,75-100,1,1
9272242,87500,3,2,1,75-100,3,2
9274444,62500,2,2,1,50-75,2,2
9276420,112500,2,2,0,100-150,2,2
9278646,62500,3,2,1,50-75,3,2
9279205,62500,4,2,0,50-75,4-5,2
9279343,150000,3,2,1,>150,3,2
9282747,45000,3,2,1,25-50,3,2
9296343,62500,5,2,1,50-75,4-5,2
9297141,150000,4,2,1,>150,4-5,2
9297242,25000,2,1,1,25-50,2,1
9297343,45000,2,2,1,25-50,2,2
9299848,150000,3,2,1,>150,3,2
9302646,150000,4,4,1,>150,4-5,3-4
9304343,112500,4,4,1,100-150,4-5,3-4
9305646,112500,3,3,1,100-150,3,3-4
9308646,112500,5,5,1,100-150,4-5,5-6
9311444,25000,6,6,1,25-50,>=6,5-6
9312646,87500,6,4,1,75-100,>=6,3-4
9313141,62500,6,6,1,50-75,>=6,5-6
9313343,45000,5,5,1,25-50,4-5,5-6
9321165,62500,2,2,0,50-75,2,2
9321242,87500,3,3,1,75-100,3,3-4
9321545,150000,5,3,1,>150,4-5,3-4
9321848,87500,5,5,1,75-100,4-5,5-6
9323747,35000,1,1,1,25-50,1,1
9325141,62500,3,3,1,50-75,3,3-4
9325444,25000,2,2,1,25-50,2,2
9326141,112500,4,3,1,100-150,4-5,3-4
9326646,35000,3,3,1,25-50,3,3-4
9328747,87500,3,3,1,75-100,3,3-4
9329444,35000,3,3,1,25-50,3,3-4
9329646,45000,2,1,1,25-50,2,1
9330141,150000,6,6,1,>150,>=6,5-6
9330343,87500,5,2,1,75-100,4-5,2
9330848,62500,3,3,1,50-75,3,3-4
9332141,45000,3,2,1,25-50,3,2
9335444,62500,4,3,1,50-75,4-5,3-4
9335646,87500,2,2,1,75-100,2,2
9337242,45000,2,2,1,25-50,2,2
9337444,62500,3,3,1,50-75,3,3-4
9338242,150000,2,2,1,>150,2,2
9339646,25000,2,2,1,25-50,2,2
9340141,35000,3,3,1,25-50,3,3-4
9340747,150000,3,3,1,>150,3,3-4
9345141,150000,3,3,1,>150,3,3-4
9345242,35000,3,2,1,25-50,3,2
9349848,87500,3,3,1,75-100,3,3-4
9350444,112500,2,2,1,100-150,2,2
9353166,45000,2,2,0,25-50,2,2
9357848,87500,3,3,1,75-100,3,3-4
9358545,35000,3,2,1,25-50,3,2
9367747,87500,4,3,1,75-100,4-5,3-4
9378848,25000,5,2,1,25-50,4-5,2
9381343,112500,2,2,1,100-150,2,2
9383747,45000,2,2,1,25-50,2,2
9388444,62500,4,4,1,50-75,4-5,3-4
9389343,87500,6,4,1,75-100,>=6,3-4
9394621,112500,3,2,0,100-150,3,2
9394747,62500,4,3,1,50-75,4-5,3-4
9398545,150000,2,2,1,>150,2,2
9400848,35000,2,1,1,25-50,2,1
9401747,62500,3,3,1,50-75,3,3-4
9403242,35000,2,2,1,25-50,2,2
9404981,62500,6,6,0,50-75,>=6,5-6
9406848,62500,1,1,1,50-75,1,1
9408242,87500,5,3,1,75-100,4-5,3-4
9408545,17500,2,2,1,<25,2,2
9408646,10000,3,2,1,<25,3,2
9411343,87500,3,3,1,75-100,3,3-4
9412646,62500,3,2,1,50-75,3,2
9413444,10000,2,2,1,<25,2,2
9417343,62500,4,1,1,50-75,4-5,1
9418747,87500,4,4,1,75-100,4-5,3-4
9419242,62500,2,1,1,50-75,2,1
9419646,87500,1,1,1,75-100,1,1
9420242,150000,5,5,1,>150,4-5,5-6
9423444,62500,4,3,1,50-75,4-5,3-4
9427242,87500,2,2,1,75-100,2,2
9428444,62500,3,3,1,50-75,3,3-4
9428545,45000,2,2,1,25-50,2,2
9432242,62500,2,2,1,50-75,2,2
9433444,45000,1,1,1,25-50,1,1
9433646,62500,4,3,1,50-75,4-5,3-4
9435788,112500,3,3,0,100-150,3,3-4
9439141,62500,4,4,1,50-75,4-5,3-4
9439343,25000,1,1,1,25-50,1,1
9445444,150000,3,3,1,>150,3,3-4
9446747,17500,1,1,1,<25,1,1
9446848,62500,4,3,1,50-75,4-5,3-4
9447343,87500,6,3,1,75-100,>=6,3-4
9450444,25000,4,3,1,25-50,4-5,3-4
9451141,87500,2,2,1,75-100,2,2
9463242,45000,1,1,1,25-50,1,1
9463646,25000,1,1,1,25-50,1,1
9466848,62500,1,1,1,50-75,1,1
9474242,62500,3,3,1,50-75,3,3-4
9477343,62500,4,3,1,50-75,4-5,3-4
9479737,62500,3,2,0,50-75,3,2
9481747,35000,2,1,1,25-50,2,1
9481848,87500,3,2,1,75-100,3,2
9484545,87500,4,2,1,75-100,4-5,2
9486747,62500,7,6,1,50-75,>=6,5-6
9486848,35000,3,3,1,25-50,3,3-4
9488444,45000,3,2,1,25-50,3,2
9489343,150000,5,2,1,>150,4-5,2
9489848,35000,3,3,1,25-50,3,3-4
9490646,35000,5,5,1,25-50,4-5,5-6
9491848,87500,6,2,1,75-100,>=6,2
9492242,87500,5,4,1,75-100,4-5,3-4
9492646,62500,5,5,1,50-75,4-5,5-6
9493242,62500,3,1,1,50-75,3,1
9495444,62500,4,3,1,50-75,4-5,3-4
9495646,25000,6,4,1,25-50,>=6,3-4
9496141,150000,3,2,1,>150,3,2
9496646,25000,3,3,1,25-50,3,3-4
9499678,62500,1,1,0,50-75,1,1
9500778,87500,3,3,0,75-100,3,3-4
9502545,45000,1,1,1,25-50,1,1
9502606,150000,3,3,0,>150,3,3-4
9504444,62500,6,5,1,50-75,>=6,5-6
9506242,10000,1,1,1,<25,1,1
9507545,10000,4,4,1,<25,4-5,3-4
9508545,10000,6,6,1,<25,>=6,5-6
9512545,62500,3,1,1,50-75,3,1
9516545,87500,4,2,1,75-100,4-5,2
9516747,62500,6,3,1,50-75,>=6,3-4
9517545,87500,3,2,1,75-100,3,2
9517646,62500,4,4,1,50-75,4-5,3-4
9519343,25000,1,1,1,25-50,1,1
9520343,112500,4,3,1,100-150,4-5,3-4
9524242,45000,7,6,1,25-50,>=6,5-6
9525646,87500,5,3,1,75-100,4-5,3-4
9529343,112500,2,2,1,100-150,2,2
9529646,62500,1,1,1,50-75,1,1
9529747,62500,3,2,1,50-75,3,2
9532646,62500,4,4,1,50-75,4-5,3-4
9533646,150000,3,3,1,>150,3,3-4
9539141,62500,4,3,1,50-75,4-5,3-4
9541848,62500,2,2,1,50-75,2,2
9543141,45000,4,3,1,25-50,4-5,3-4
9545747,25000,4,4,1,25-50,4-5,3-4
9546444,35000,2,2,1,25-50,2,2
9547444,62500,1,1,1,50-75,1,1
9550848,35000,3,2,1,25-50,3,2
9552747,87500,5,2,1,75-100,4-5,2
9555444,87500,1,1,1,75-100,1,1
9560242,10000,3,2,1,<25,3,2
9560444,62500,2,2,1,50-75,2,2
9564444,10000,7,6,1,<25,>=6,5-6
9565444,62500,2,2,1,50-75,2,2
9565747,62500,2,1,1,50-75,2,1
9567141,87500,3,2,1,75-100,3,2
9567848,25000,2,1,1,25-50,2,1
9568646,62500,1,1,1,50-75,1,1
9570444,87500,5,5,1,75-100,4-5,5-6
9570848,150000,4,2,1,>150,4-5,2
9574848,35000,1,1,1,25-50,1,1
9575646,112500,3,3,1,100-150,3,3-4
9575747,25000,1,1,1,25-50,1,1
9578646,62500,4,4,1,50-75,4-5,3-4
9580848,45000,1,1,1,25-50,1,1
9586343,62500,2,1,1,50-75,2,1
9587242,87500,4,2,1,75-100,4-5,2
9587444,112500,3,3,1,100-150,3,3-4
9588242,45000,2,2,1,25-50,2,2
9595646,87500,4,2,1,75-100,4-5,2
9597747,35000,5,2,1,25-50,4-5,2
9604444,62500,2,2,1,50-75,2,2
9609343,25000,1,1,1,25-50,1,1
9616646,112500,4,3,1,100-150,4-5,3-4
9617545,45000,2,2,1,25-50,2,2
9619141,112500,2,2,1,100-150,2,2
9620545,62500,4,2,1,50-75,4-5,2
9620848,45000,1,1,1,25-50,1,1
9626444,87500,1,1,1,75-100,1,1
9631747,62500,5,3,1,50-75,4-5,3-4
9634444,45000,3,2,1,25-50,3,2
9635444,87500,5,4,1,75-100,4-5,3-4
9635848,87500,2,2,1,75-100,2,2
9643141,87500,6,3,1,75-100,>=6,3-4
9644545,150000,2,2,1,>150,2,2
9646545,87500,4,3,1,75-100,4-5,3-4
9646646,87500,2,2,1,75-100,2,2
9648444,62500,1,1,1,50-75,1,1
9653141,150000,3,3,1,>150,3,3-4
9653444,62500,3,2,1,50-75,3,2
9655747,62500,2,2,1,50-75,2,2
9656343,150000,3,3,1,>150,3,3-4
9656848,150000,3,2,1,>150,3,2
9657141,175000,5,4,1,>150,4-5,3-4
9658848,25000,3,2,1,25-50,3,2
9659646,150000,2,1,1,>150,2,1
9662646,35000,3,3,1,25-50,3,3-4
9663646,112500,3,2,1,100-150,3,2
9663848,150000,4,2,1,>150,4-5,2
9664334,87500,5,5,0,75-100,4-5,5-6
9664343,87500,5,2,1,75-100,4-5,2
9664385,17500,1,1,0,<25,1,1
9666444,150000,1,1,1,>150,1,1
9667931,62500,4,4,0,50-75,4-5,3-4
9668628,62500,3,3,0,50-75,3,3-4
9669242,62500,4,3,1,50-75,4-5,3-4
9669343,62500,2,2,1,50-75,2,2
9672343,87500,1,1,1,75-100,1,1
9672848,87500,3,2,1,75-100,3,2
9674848,150000,3,3,1,>150,3,3-4
9676343,62500,2,1,1,50-75,2,1
9677848,62500,4,4,1,50-75,4-5,3-4
9678646,35000,2,2,1,25-50,2,2
9680646,45000,1,1,1,25-50,1,1
9681343,87500,2,2,1,75-100,2,2
9689141,10000,2,2,1,<25,2,2
9689242,112500,2,2,1,100-150,2,2
9691444,62500,5,3,1,50-75,4-5,3-4
9693343,10000,3,1,1,<25,3,1
9695848,112500,4,4,1,100-150,4-5,3-4
9701545,150000,6,3,1,>150,>=6,3-4
9702141,150000,3,2,1,>150,3,2
9720747,87500,7,6,1,75-100,>=6,5-6
9722343,150000,4,2,1,>150,4-5,2
9725444,150000,6,6,1,>150,>=6,5-6
9726242,150000,3,2,1,>150,3,2
9727086,112500,5,3,0,100-150,4-5,3-4
