Household.Num,Income,FamilySize,NumAdults,RandData,IncomeBin,FSBin,AdultBin
5956545,112500,5,5,1,100-150,4-5,5-6
5961545,45000,5,2,1,25-50,4-5,2
5962141,87500,5,4,1,75-100,4-5,3-4
5962545,25000,3,3,1,25-50,3,3-4
5963141,87500,3,3,1,75-100,3,3-4
5965444,45000,3,2,1,25-50,3,2
5965747,35000,3,2,1,25-50,3,2
5966242,62500,2,2,1,50-75,2,2
5973545,112500,5,2,1,100-150,4-5,2
5975646,45000,3,2,1,25-50,3,2
5977646,62500,3,3,1,50-75,3,3-4
5979646,87500,5,5,1,75-100,4-5,5-6
5982848,62500,2,2,1,50-75,2,2
5984747,62500,2,2,1,50-75,2,2
5986444,35000,3,3,1,25-50,3,3-4
5987343,62500,1,1,1,50-75,1,1
5991848,87500,4,4,1,75-100,4-5,3-4
5992343,150000,3,2,1,>150,3,2
5994545,62500,5,2,1,50-75,4-5,2
5995242,25000,1,1,1,25-50,1,1
5995444,35000,5,5,1,25-50,4-5,5-6
5996747,25000,2,2,1,25-50,2,2
5998343,45000,2,2,1,25-50,2,2
5999343,150000,2,1,1,>150,2,1
6009646,62500,3,2,1,50-75,3,2
6014141,35000,3,2,1,25-50,3,2
6015848,62500,2,2,1,50-75,2,2
6017646,150000,4,2,1,>150,4-5,2
6017848,112500,2,2,1,100-150,2,2
6021343,87500,2,2,1,75-100,2,2
6021444,87500,6,6,1,75-100,>=6,5-6
6025545,62500,2,2,1,50-75,2,2
6029657,87500,2,1,0,75-100,2,1
6029747,62500,3,2,1,50-75,3,2
6031242,150000,4,4,1,>150,4-5,3-4
6032343,62500,2,2,1,50-75,2,2
6035343,62500,1,1,1,50-75,1,1
6050343,45000,6,4,1,25-50,>=6,3-4
6051343,87500,2,2,1,75-100,2,2
6051848,87500,3,2,1,75-100,3,2
6052163,87500,3,2,0,75-100,3,2
6057242,112500,2,2,1,100-150,2,2
6058747,112500,5,4,1,100-150,4-5,3-4
6063141,25000,6,2,1,25-50,>=6,2
6070444,35000,1,1,1,25-50,1,1
6080141,62500,1,1,1,50-75,1,1
6082545,62500,1,1,1,50-75,1,1
6083444,62500,2,2,1,50-75,2,2
6087141,62500,4,2,1,50-75,4-5,2
6089848,45000,3,3,1,25-50,3,3-4
6094416,112500,2,2,0,100-150,2,2
6095747,150000,4,2,1,>150,4-5,2
6096747,62500,2,1,1,50-75,2,1
6104545,150000,3,2,1,>150,3,2
6105242,87500,2,2,1,75-100,2,2
6105747,112500,6,3,1,100-150,>=6,3-4
6106141,62500,4,2,1,50-75,4-5,2
6106444,150000,4,3,1,>150,4-5,3-4
6106545,150000,3,3,1,>150,3,3-4
6107444,87500,4,3,1,75-100,4-5,3-4
6109242,150000,3,3,1,>150,3,3-4
6109343,150000,2,2,1,>150,2,2
6109444,45000,2,2,1,25-50,2,2
6109612,150000,7,4,0,>150,>=6,3-4
6110979,150000,4,2,0,>150,4-5,2
6111739,150000,2,2,0,>150,2,2
6113141,62500,2,1,1,50-75,2,1
6113975,87500,3,2,0,75-100,3,2
6114141,87500,5,3,1,75-100,4-5,3-4
6114242,150000,3,3,1,>150,3,3-4
6114747,87500,3,3,1,75-100,3,3-4
6115545,112500,3,2,1,100-150,3,2
6117242,87500,2,2,1,75-100,2,2
6120879,87500,6,6,0,75-100,>=6,5-6
6121646,150000,4,3,1,>150,4-5,3-4
6121747,35000,2,2,1,25-50,2,2
6124141,62500,3,2,1,50-75,3,2
6124242,112500,2,1,1,100-150,2,1
6136199,87500,4,4,0,75-100,4-5,3-4
6139141,87500,2,2,1,75-100,2,2
6139747,150000,4,3,1,>150,4-5,3-4
6142242,87500,1,1,1,75-100,1,1
6142646,35000,1,1,1,25-50,1,1
6143444,2499,2,2,1,<25,2,2
6146545,87500,3,2,1,75-100,3,2
6149646,87500,7,6,1,75-100,>=6,5-6
6151545,45000,4,2,1,25-50,4-5,2
6155848,87500,3,2,1,75-100,3,2
6158242,87500,8,5,1,75-100,>=6,5-6
6175747,62500,3,2,1,50-75,3,2
6182141,62500,4,3,1,50-75,4-5,3-4
6182646,35000,1,1,1,25-50,1,1
6182747,62500,1,1,1,50-75,1,1
6184444,112500,7,6,1,100-150,>=6,5-6
6184646,62500,3,2,1,50-75,3,2
6187747,62500,6,4,1,50-75,>=6,3-4
6191242,150000,2,2,1,>150,2,2
6192256,62500,5,4,0,50-75,4-5,3-4
6192343,45000,2,1,1,25-50,2,1
6193646,150000,5,4,1,>150,4-5,3-4
6194343,150000,4,3,1,>150,4-5,3-4
6195646,87500,3,2,1,75-100,3,2
6195747,62500,2,2,1,50-75,2,2
6197427,112500,4,3,0,100-150,4-5,3-4
6199343,112500,3,2,1,100-150,3,2
6200343,62500,1,1,1,50-75,1,1
6201343,150000,3,3,1,>150,3,3-4
6201824,87500,5,3,0,75-100,4-5,3-4
6202141,112500,4,3,1,100-150,4-5,3-4
6202444,62500,1,1,1,50-75,1,1
6202646,25000,1,1,1,25-50,1,1
6205646,25000,4,4,1,25-50,4-5,3-4
6209242,62500,3,2,1,50-75,3,2
6213343,112500,3,2,1,100-150,3,2
6213444,87500,1,1,1,75-100,1,1
6216141,112500,5,5,1,100-150,4-5,5-6
6216545,150000,3,2,1,>150,3,2
6219848,35000,1,1,1,25-50,1,1
6221848,62500,7,6,1,50-75,>=6,5-6
6225646,150000,5,5,1,>150,4-5,5-6
6226444,150000,3,2,1,>150,3,2
6226848,45000,2,2,1,25-50,2,2
6228545,62500,4,4,1,50-75,4-5,3-4
6231343,87500,3,2,1,75-100,3,2
6232141,112500,2,2,1,100-150,2,2
6233141,45000,1,1,1,25-50,1,1
6234141,45000,3,3,1,25-50,3,3-4
6235242,45000,5,4,1,25-50,4-5,3-4
6235545,45000,2,2,1,25-50,2,2
6236242,150000,4,3,1,>150,4-5,3-4
6237242,112500,1,1,1,100-150,1,1
6237646,150000,3,3,1,>150,3,3-4
6240242,87500,1,1,1,75-100,1,1
6242343,45000,2,2,1,25-50,2,2
6244545,45000,2,2,1,25-50,2,2
6248065,62500,1,1,0,50-75,1,1
6248545,150000,5,2,1,>150,4-5,2
6250646,45000,2,2,1,25-50,2,2
6252343,10000,5,5,1,<25,4-5,5-6
6257085,87500,2,2,0,75-100,2,2
6257343,45000,1,1,1,25-50,1,1
6259343,87500,5,4,1,75-100,4-5,3-4
6260848,45000,2,1,1,25-50,2,1
6262141,62500,1,1,1,50-75,1,1
6264646,150000,6,6,1,>150,>=6,5-6
6267629,112500,6,6,0,100-150,>=6,5-6
6271141,150000,5,2,1,>150,4-5,2
6271971,87500,3,2,0,75-100,3,2
6272242,62500,2,2,1,50-75,2,2
6276343,87500,6,6,1,75-100,>=6,5-6
6276359,112500,5,3,0,100-150,4-5,3-4
6276646,150000,3,3,1,>150,3,3-4
6278848,87500,3,2,1,75-100,3,2
6280242,45000,3,3,1,25-50,3,3-4
6280444,87500,2,1,1,75-100,2,1
6286848,62500,4,4,1,50-75,4-5,3-4
6287444,25000,2,2,1,25-50,2,2
6287559,62500,2,2,0,50-75,2,2
6288343,45000,5,3,1,25-50,4-5,3-4
6288852,62500,3,2,0,50-75,3,2
6290646,150000,4,4,1,>150,4-5,3-4
6292545,62500,4,2,1,50-75,4-5,2
6294646,87500,4,2,1,75-100,4-5,2
6295141,150000,2,2,1,>150,2,2
6295444,62500,3,1,1,50-75,3,1
6303848,25000,1,1,1,25-50,1,1
6309343,87500,5,5,1,75-100,4-5,5-6
6309545,17500,1,1,1,<25,1,1
6309918,62500,4,3,0,50-75,4-5,3-4
6318744,150000,2,2,0,>150,2,2
6319046,150000,3,3,0,>150,3,3-4
6319848,87500,1,1,1,75-100,1,1
6321646,112500,2,2,1,100-150,2,2
6325242,150000,3,2,1,>150,3,2
6326343,112500,4,3,1,100-150,4-5,3-4
6326444,62500,2,2,1,50-75,2,2
6327343,112500,4,3,1,100-150,4-5,3-4
6327747,112500,2,2,1,100-150,2,2
6328343,62500,2,2,1,50-75,2,2
6329866,112500,2,2,0,100-150,2,2
6332387,87500,4,3,0,75-100,4-5,3-4
6336848,45000,3,2,1,25-50,3,2
6338848,150000,3,3,1,>150,3,3-4
6340747,87500,5,4,1,75-100,4-5,3-4
6346646,45000,2,2,1,25-50,2,2
6347444,150000,5,5,1,>150,4-5,5-6
6350848,87500,1,1,1,75-100,1,1
6353444,45000,1,1,1,25-50,1,1
6354242,112500,2,2,1,100-150,2,2
6355747,112500,3,2,1,100-150,3,2
6357747,87500,1,1,1,75-100,1,1
6358343,175000,4,3,1,>150,4-5,3-4
6358444,87500,2,2,1,75-100,2,2
6358848,150000,7,5,1,>150,>=6,5-6
6359848,87500,3,3,1,75-100,3,3-4
6360646,150000,5,4,1,>150,4-5,3-4
6360747,112500,3,3,1,100-150,3,3-4
6361848,112500,2,2,1,100-150,2,2
6362848,112500,4,3,1,100-150,4-5,3-4
6365242,35000,3,3,1,25-50,3,3-4
6366242,62500,3,3,1,50-75,3,3-4
6369747,35000,1,1,1,25-50,1,1
6370848,87500,6,4,1,75-100,>=6,3-4
6375141,62500,3,2,1,50-75,3,2
6376545,150000,3,2,1,>150,3,2
6378242,150000,4,2,1,>150,4-5,2
6379141,35000,4,3,1,25-50,4-5,3-4
6379242,150000,2,2,1,>150,2,2
6383747,62500,1,1,1,50-75,1,1
6384444,87500,5,3,1,75-100,4-5,3-4
6384747,62500,1,1,1,50-75,1,1
6386242,150000,2,2,1,>150,2,2
6392141,87500,3,2,1,75-100,3,2
6392242,87500,5,4,1,75-100,4-5,3-4
6394891,87500,3,2,0,75-100,3,2
6397242,62500,4,2,1,50-75,4-5,2
6398747,112500,2,2,1,100-150,2,2
6400848,87500,3,3,1,75-100,3,3-4
6404242,87500,4,2,1,75-100,4-5,2
6404725,25000,7,6,0,25-50,>=6,5-6
6406545,62500,1,1,1,50-75,1,1
6407444,35000,7,4,1,25-50,>=6,3-4
6408084,150000,6,4,0,>150,>=6,3-4
6408141,150000,6,3,1,>150,>=6,3-4
6409747,150000,6,5,1,>150,>=6,5-6
6412343,62500,3,2,1,50-75,3,2
6412545,62500,3,2,1,50-75,3,2
6426747,150000,4,2,1,>150,4-5,2
6428242,112500,3,2,1,100-150,3,2
6429848,112500,2,2,1,100-150,2,2
6435444,35000,2,2,1,25-50,2,2
6435675,112500,6,6,0,100-150,>=6,5-6
6438141,25000,1,1,1,25-50,1,1
6439571,112500,2,2,0,100-150,2,2
6441242,87500,2,2,1,75-100,2,2
6442242,150000,2,2,1,>150,2,2
6444545,45000,3,2,1,25-50,3,2
6446444,45000,4,2,1,25-50,4-5,2
6450848,62500,2,2,1,50-75,2,2
6454320,112500,6,4,0,100-150,>=6,3-4
6454848,35000,1,1,1,25-50,1,1
6455545,112500,5,3,1,100-150,4-5,3-4
6456848,150000,3,2,1,>150,3,2
6458444,35000,7,6,1,25-50,>=6,5-6
6458747,87500,3,2,1,75-100,3,2
6460747,150000,4,3,1,>150,4-5,3-4
6461343,25000,1,1,1,25-50,1,1
6463545,112500,5,4,1,100-150,4-5,3-4
6465747,112500,4,3,1,100-150,4-5,3-4
6468545,87500,3,3,1,75-100,3,3-4
6470379,87500,6,6,0,75-100,>=6,5-6
6471141,150000,3,2,1,>150,3,2
6473444,87500,2,2,1,75-100,2,2
6473747,87500,3,3,1,75-100,3,3-4
6474141,87500,3,2,1,75-100,3,2
6474542,87500,4,4,0,75-100,4-5,3-4
6475242,112500,2,2,1,100-150,2,2
6478646,35000,4,3,1,25-50,4-5,3-4
6479747,112500,4,3,1,100-150,4-5,3-4
6481242,87500,2,2,1,75-100,2,2
6483848,150000,4,4,1,>150,4-5,3-4
6484343,112500,5,4,1,100-150,4-5,3-4
6484646,112500,2,2,1,100-150,2,2
6486440,150000,3,2,0,>150,3,2
6488242,45000,1,1,1,25-50,1,1
6489977,150000,5,2,0,>150,4-5,2
6490108,35000,2,2,0,25-50,2,2
6491545,87500,2,2,1,75-100,2,2
6492646,150000,3,3,1,>150,3,3-4
6494575,62500,3,2,0,50-75,3,2
6496848,87500,2,2,1,75-100,2,2
6497545,25000,5,4,1,25-50,4-5,3-4
6503444,87500,3,3,1,75-100,3,3-4
6517848,25000,2,2,1,25-50,2,2
6518242,87500,4,4,1,75-100,4-5,3-4
6518747,150000,4,3,1,>150,4-5,3-4
6523747,150000,4,2,1,>150,4-5,2
6524646,150000,3,2,1,>150,3,2
6527444,87500,6,3,1,75-100,>=6,3-4
6532444,25000,5,4,1,25-50,4-5,3-4
6533444,112500,5,5,1,100-150,4-5,5-6
6535242,112500,3,2,1,100-150,3,2
6535848,150000,2,2,1,>150,2,2
6536747,87500,3,2,1,75-100,3,2
6540115,87500,3,3,0,75-100,3,3-4
6544444,150000,3,2,1,>150,3,2
6544747,87500,5,3,1,75-100,4-5,3-4
6547646,150000,8,6,1,>150,>=6,5-6
6549646,87500,2,2,1,75-100,2,2
6550545,87500,3,3,1,75-100,3,3-4
6551646,150000,3,3,1,>150,3,3-4
6555444,150000,4,3,1,>150,4-5,3-4
6555545,175000,5,4,1,>150,4-5,3-4
6556444,87500,2,2,1,75-100,2,2
6558747,62500,5,5,1,50-75,4-5,5-6
6567444,62500,5,5,1,50-75,4-5,5-6
6568545,17500,2,2,1,<25,2,2
6575141,112500,5,5,1,100-150,4-5,5-6
6577444,87500,2,2,1,75-100,2,2
6577545,62500,4,4,1,50-75,4-5,3-4
6578444,150000,3,3,1,>150,3,3-4
6581444,150000,2,2,1,>150,2,2
6582242,10000,1,1,1,<25,1,1
6582343,112500,2,2,1,100-150,2,2
6582444,150000,3,3,1,>150,3,3-4
6590141,35000,2,1,1,25-50,2,1
6591545,62500,2,2,1,50-75,2,2
6592444,62500,4,2,1,50-75,4-5,2
6592545,87500,2,2,1,75-100,2,2
6593444,87500,7,5,1,75-100,>=6,5-6
6596444,150000,4,4,1,>150,4-5,3-4
6598141,112500,2,2,1,100-150,2,2
6598444,87500,2,2,1,75-100,2,2
6600545,150000,7,5,1,>150,>=6,5-6
6601646,112500,3,2,1,100-150,3,2
6602343,150000,4,2,1,>150,4-5,2
6605848,150000,3,3,1,>150,3,3-4
6609545,87500,4,3,1,75-100,4-5,3-4
6613242,112500,1,1,1,100-150,1,1
6615141,150000,2,2,1,>150,2,2
6617343,87500,2,2,1,75-100,2,2
6618545,150000,7,5,1,>150,>=6,5-6
6619545,150000,4,2,1,>150,4-5,2
6622545,62500,2,2,1,50-75,2,2
6623141,150000,6,4,1,>150,>=6,3-4
6624242,150000,4,4,1,>150,4-5,3-4
6630545,87500,4,4,1,75-100,4-5,3-4
6631545,62500,3,1,1,50-75,3,1
6631646,112500,3,3,1,100-150,3,3-4
6632848,62500,2,2,1,50-75,2,2
6633747,62500,7,6,1,50-75,>=6,5-6
6635848,35000,3,3,1,25-50,3,3-4
6636343,112500,4,4,1,100-150,4-5,3-4
6636545,35000,3,3,1,25-50,3,3-4
6637747,62500,1,1,1,50-75,1,1
6638747,25000,6,4,1,25-50,>=6,3-4
6639646,25000,2,2,1,25-50,2,2
6640141,45000,2,2,1,25-50,2,2
6641747,150000,6,5,1,>150,>=6,5-6
6643343,87500,7,4,1,75-100,>=6,3-4
6643848,17500,2,2,1,<25,2,2
6644444,25000,4,4,1,25-50,4-5,3-4
6644646,87500,5,4,1,75-100,4-5,3-4
6644848,150000,3,3,1,>150,3,3-4
6645444,35000,1,1,1,25-50,1,1
6646545,150000,3,3,1,>150,3,3-4
6648242,62500,3,3,1,50-75,3,3-4
6649141,112500,2,2,1,100-150,2,2
6649444,25000,5,5,1,25-50,4-5,5-6
6649927,112500,6,6,0,100-150,>=6,5-6
6650747,87500,3,2,1,75-100,3,2
6651343,35000,2,2,1,25-50,2,2
6651545,150000,4,2,1,>150,4-5,2
6651848,112500,7,6,1,100-150,>=6,5-6
6652629,150000,2,2,0,>150,2,2
6653250,150000,4,4,0,>150,4-5,3-4
6653545,175000,5,4,1,>150,4-5,3-4
6653646,35000,4,4,1,25-50,4-5,3-4
6653653,87500,5,5,0,75-100,4-5,5-6
6654545,87500,4,4,1,75-100,4-5,3-4
6655545,62500,6,6,1,50-75,>=6,5-6
6657343,112500,5,4,1,100-150,4-5,3-4
6657444,150000,4,4,1,>150,4-5,3-4
6657646,87500,4,4,1,75-100,4-5,3-4
6657848,62500,3,2,1,50-75,3,2
6661545,62500,2,2,1,50-75,2,2
6666141,87500,4,3,1,75-100,4-5,3-4
6666444,112500,7,4,1,100-150,>=6,3-4
6667444,62500,4,4,1,50-75,4-5,3-4
6674444,62500,3,3,1,50-75,3,3-4
6675545,62500,2,2,1,50-75,2,2
6676545,62500,2,2,1,50-75,2,2
6677061,150000,5,4,0,>150,4-5,3-4
6677242,25000,4,4,1,25-50,4-5,3-4
6678747,17500,5,5,1,<25,4-5,5-6
6682848,150000,4,4,1,>150,4-5,3-4
6683343,25000,3,3,1,25-50,3,3-4
6685141,150000,3,3,1,>150,3,3-4
6686545,62500,2,2,1,50-75,2,2
6687242,87500,6,5,1,75-100,>=6,5-6
6687545,25000,4,4,1,25-50,4-5,3-4
6687747,87500,2,2,1,75-100,2,2
6688941,112500,5,5,0,100-150,4-5,5-6
6689141,35000,4,4,1,25-50,4-5,3-4
6689444,87500,4,4,1,75-100,4-5,3-4
6690747,35000,3,3,1,25-50,3,3-4
6692285,150000,5,3,0,>150,4-5,3-4
6693646,17500,6,4,1,<25,>=6,3-4
6694444,62500,1,1,1,50-75,1,1
6694848,112500,3,3,1,100-150,3,3-4
6695141,87500,5,4,1,75-100,4-5,3-4
6695343,112500,5,5,1,100-150,4-5,5-6
6696242,62500,3,3,1,50-75,3,3-4
6699848,112500,3,3,1,100-150,3,3-4
6701646,35000,1,1,1,25-50,1,1
6702242,87500,2,2,1,75-100,2,2
6707444,45000,1,1,1,25-50,1,1
6708141,150000,2,2,1,>150,2,2
6709747,112500,3,2,1,100-150,3,2
6712242,62500,2,2,1,50-75,2,2
6712747,35000,1,1,1,25-50,1,1
6713646,45000,1,1,1,25-50,1,1
6722141,150000,1,1,1,>150,1,1
6728646,87500,3,2,1,75-100,3,2
6730444,62500,1,1,1,50-75,1,1
6730747,112500,3,2,1,100-150,3,2
6731747,62500,3,3,1,50-75,3,3-4
6735343,87500,2,2,1,75-100,2,2
6735545,87500,1,1,1,75-100,1,1
6740343,62500,4,2,1,50-75,4-5,2
6741043,62500,1,1,0,50-75,1,1
6743747,112500,2,2,1,100-150,2,2
6745444,150000,3,3,1,>150,3,3-4
6746242,45000,1,1,1,25-50,1,1
6746848,62500,3,2,1,50-75,3,2
6751242,87500,2,2,1,75-100,2,2
6754955,87500,3,2,0,75-100,3,2
6758343,150000,4,3,1,>150,4-5,3-4
6758545,35000,2,2,1,25-50,2,2
6759603,112500,2,2,0,100-150,2,2
6759747,35000,2,1,1,25-50,2,1
6761747,150000,3,2,1,>150,3,2
6763747,35000,6,6,1,25-50,>=6,5-6
6764242,150000,6,6,1,>150,>=6,5-6
6765747,62500,3,2,1,50-75,3,2
6771747,62500,2,2,1,50-75,2,2
6772390,150000,4,3,0,>150,4-5,3-4
6772747,87500,3,2,1,75-100,3,2
6773747,150000,2,2,1,>150,2,2
6774646,87500,1,1,1,75-100,1,1
6775242,150000,4,3,1,>150,4-5,3-4
6775343,35000,3,2,1,25-50,3,2
6778444,150000,5,4,1,>150,4-5,3-4
6778747,150000,5,5,1,>150,4-5,5-6
6785444,112500,1,1,1,100-150,1,1
6785545,150000,6,2,1,>150,>=6,2
6790343,150000,1,1,1,>150,1,1
6790747,150000,3,2,1,>150,3,2
6791747,150000,6,2,1,>150,>=6,2
6796444,150000,3,3,1,>150,3,3-4
6796747,150000,3,2,1,>150,3,2
6800646,62500,3,2,1,50-75,3,2
6800747,87500,2,2,1,75-100,2,2
6803646,112500,6,6,1,100-150,>=6,5-6
6803747,87500,5,2,1,75-100,4-5,2
6805545,35000,2,2,1,25-50,2,2
6807848,112500,3,3,1,100-150,3,3-4
6811343,200001,3,2,1,>150,3,2
6812141,112500,6,4,1,100-150,>=6,3-4
6821343,35000,1,1,1,25-50,1,1
6821747,62500,2,1,1,50-75,2,1
6822242,87500,9,6,1,75-100,>=6,5-6
6822343,45000,4,4,1,25-50,4-5,3-4
6824242,150000,5,4,1,>150,4-5,3-4
6827242,87500,4,2,1,75-100,4-5,2
6829646,45000,3,2,1,25-50,3,2
6831242,62500,1,1,1,50-75,1,1
6832170,112500,2,2,0,100-150,2,2
6832592,87500,2,2,0,75-100,2,2
6832646,62500,7,5,1,50-75,>=6,5-6
6832747,62500,3,3,1,50-75,3,3-4
6833141,25000,2,2,1,25-50,2,2
6833844,150000,2,2,0,>150,2,2
6836348,10000,1,1,0,<25,1,1
6837639,45000,4,4,0,25-50,4-5,3-4
6840747,87500,3,3,1,75-100,3,3-4
6841444,150000,2,2,1,>150,2,2
6842444,112500,6,6,1,100-150,>=6,5-6
6843343,112500,2,2,1,100-150,2,2
6844444,87500,4,4,1,75-100,4-5,3-4
6851646,62500,3,2,1,50-75,3,2
6852848,45000,5,4,1,25-50,4-5,3-4
6853747,150000,5,3,1,>150,4-5,3-4
6853848,62500,6,5,1,50-75,>=6,5-6
6856242,112500,8,4,1,100-150,>=6,3-4
6856444,62500,4,4,1,50-75,4-5,3-4
6856747,112500,3,2,1,100-150,3,2
6858444,112500,5,5,1,100-150,4-5,5-6
6859848,35000,1,1,1,25-50,1,1
6862545,112500,5,5,1,100-150,4-5,5-6
6864141,87500,4,4,1,75-100,4-5,3-4
6867444,35000,5,4,1,25-50,4-5,3-4
6867893,62500,3,2,0,50-75,3,2
6869646,45000,2,2,1,25-50,2,2
6871444,10000,3,3,1,<25,3,3-4
6872545,62500,3,3,1,50-75,3,3-4
6873848,45000,3,3,1,25-50,3,3-4
6877242,112500,4,4,1,100-150,4-5,3-4
6877545,45000,4,2,1,25-50,4-5,2
6877747,87500,3,2,1,75-100,3,2
6878343,150000,9,6,1,>150,>=6,5-6
6882747,10000,3,2,1,<25,3,2
6884141,62500,1,1,1,50-75,1,1
6884444,45000,5,5,1,25-50,4-5,5-6
6895646,112500,4,2,1,100-150,4-5,2
6899141,62500,5,3,1,50-75,4-5,3-4
6899967,62500,3,3,0,50-75,3,3-4
6903545,150000,3,3,1,>150,3,3-4
6904747,62500,7,6,1,50-75,>=6,5-6
6905747,45000,2,1,1,25-50,2,1
6906545,62500,6,6,1,50-75,>=6,5-6
6913444,87500,3,3,1,75-100,3,3-4
6913545,62500,2,2,1,50-75,2,2
6915141,10000,2,2,1,<25,2,2
6917545,10000,4,4,1,<25,4-5,3-4
6919848,62500,3,3,1,50-75,3,3-4
6922747,87500,4,2,1,75-100,4-5,2
6923747,150000,4,3,1,>150,4-5,3-4
6924242,35000,3,2,1,25-50,3,2
6924545,45000,5,4,1,25-50,4-5,3-4
6927343,62500,3,3,1,50-75,3,3-4
6928848,35000,3,2,1,25-50,3,2
6933545,62500,4,3,1,50-75,4-5,3-4
6942220,150000,2,2,0,>150,2,2
6942444,62500,2,2,1,50-75,2,2
6943180,150000,2,2,0,>150,2,2
6943747,112500,4,2,1,100-150,4-5,2
6947141,45000,3,2,1,25-50,3,2
6947343,62500,3,2,1,50-75,3,2
6952788,150000,7,5,0,>150,>=6,5-6
6954444,150000,1,1,1,>150,1,1
6954848,62500,2,1,1,50-75,2,1
6956747,87500,4,4,1,75-100,4-5,3-4
6957652,150000,5,5,0,>150,4-5,5-6
6961242,87500,4,2,1,75-100,4-5,2
6961444,87500,5,4,1,75-100,4-5,3-4
6964444,62500,4,3,1,50-75,4-5,3-4
6968646,45000,4,4,1,25-50,4-5,3-4
6968747,62500,1,1,1,50-75,1,1
6969141,62500,3,2,1,50-75,3,2
6969444,87500,3,2,1,75-100,3,2
6972545,150000,3,3,1,>150,3,3-4
6979848,10000,5,5,1,<25,4-5,5-6
6984343,150000,2,2,1,>150,2,2
6985141,62500,2,2,1,50-75,2,2
6985646,150000,6,5,1,>150,>=6,5-6
6985848,150000,4,2,1,>150,4-5,2
6992242,150000,2,2,1,>150,2,2
6993141,62500,5,3,1,50-75,4-5,3-4
6995747,150000,4,4,1,>150,4-5,3-4
6996848,150000,3,2,1,>150,3,2
7001848,17500,3,1,1,<25,3,1
7002444,62500,2,2,1,50-75,2,2
7006141,62500,3,2,1,50-75,3,2
7007848,62500,2,1,1,50-75,2,1
7010747,62500,1,1,1,50-75,1,1
7011141,62500,4,4,1,50-75,4-5,3-4
7019444,45000,4,2,1,25-50,4-5,2
7019848,150000,2,2,1,>150,2,2
7020343,62500,1,1,1,50-75,1,1
7024775,112500,1,1,0,100-150,1,1
7027242,112500,2,2,1,100-150,2,2
7029141,62500,3,2,1,50-75,3,2
7033444,87500,3,2,1,75-100,3,2
7033646,45000,1,1,1,25-50,1,1
7042747,62500,3,3,1,50-75,3,3-4
7044251,87500,4,2,0,75-100,4-5,2
7045141,87500,2,1,1,75-100,2,1
7045242,112500,4,2,1,100-150,4-5,2
7045848,45000,3,2,1,25-50,3,2
7046646,35000,2,2,1,25-50,2,2
7048848,10000,4,3,1,<25,4-5,3-4
7053141,45000,8,5,1,25-50,>=6,5-6
7055444,35000,2,2,1,25-50,2,2
7056545,112500,3,3,1,100-150,3,3-4
7059343,35000,1,1,1,25-50,1,1
7059444,25000,3,1,1,25-50,3,1
7065141,45000,1,1,1,25-50,1,1
7069646,87500,1,1,1,75-100,1,1
7073444,150000,6,5,1,>150,>=6,5-6
7075747,150000,2,2,1,>150,2,2
7081444,35000,4,4,1,25-50,4-5,3-4
7081646,150000,4,3,1,>150,4-5,3-4
7081747,112500,6,2,1,100-150,>=6,2
7087343,87500,7,5,1,75-100,>=6,5-6
7088848,62500,3,3,1,50-75,3,3-4
7089646,112500,5,2,1,100-150,4-5,2
7099646,35000,1,1,1,25-50,1,1
7128242,150000,4,4,1,>150,4-5,3-4
7128545,62500,4,4,1,50-75,4-5,3-4
7129646,62500,4,2,1,50-75,4-5,2
7131444,87500,5,4,1,75-100,4-5,3-4
7131646,45000,3,3,1,25-50,3,3-4
7135747,62500,1,1,1,50-75,1,1
7136141,150000,3,3,1,>150,3,3-4
7136242,17500,4,1,1,<25,4-5,1
7137848,62500,2,2,1,50-75,2,2
7140646,45000,2,2,1,25-50,2,2
7142646,62500,2,2,1,50-75,2,2
7143646,45000,2,2,1,25-50,2,2
7145646,150000,5,5,1,>150,4-5,5-6
7146646,25000,1,1,1,25-50,1,1
7147343,45000,3,2,1,25-50,3,2
7148545,62500,2,2,1,50-75,2,2
7149357,150000,3,3,0,>150,3,3-4
7150646,62500,3,3,1,50-75,3,3-4
7152545,35000,1,1,1,25-50,1,1
7152747,150000,4,2,1,>150,4-5,2
7154848,87500,3,3,1,75-100,3,3-4
7155646,150000,3,2,1,>150,3,2
7158444,112500,5,5,1,100-150,4-5,5-6
7159242,87500,2,2,1,75-100,2,2
7160646,35000,1,1,1,25-50,1,1
7163343,45000,2,2,1,25-50,2,2
7165646,150000,4,2,1,>150,4-5,2
7167747,62500,4,4,1,50-75,4-5,3-4
7168343,112500,4,3,1,100-150,4-5,3-4
7170444,45000,2,2,1,25-50,2,2
7173242,87500,2,2,1,75-100,2,2
7175545,150000,7,6,1,>150,>=6,5-6
7176646,87500,3,2,1,75-100,3,2
7178848,87500,2,2,1,75-100,2,2
7182141,62500,5,5,1,50-75,4-5,5-6
7184747,17500,2,2,1,<25,2,2
7192747,112500,2,1,1,100-150,2,1
7196343,87500,7,6,1,75-100,>=6,5-6
7196444,87500,4,4,1,75-100,4-5,3-4
7196545,45000,7,5,1,25-50,>=6,5-6
7198445,62500,3,3,0,50-75,3,3-4
7199646,112500,5,2,1,100-150,4-5,2
7201545,17500,3,3,1,<25,3,3-4
7211343,25000,2,2,1,25-50,2,2
7211848,87500,2,2,1,75-100,2,2
